DEPARTURE_ARRIVAL_DURATION,ARRIVAL_DEPARTURE_DURATION,STOPOVERS,VESSEL_TYPE,HULL_MATERIAL,VESSEL_LENGTH,VESSEL_BEAN,VESSEL_DRAFT,VESSEL_DEPTH,MOTOR_POWER,SPEED,NUM_PROPELLERS,NUM_GENERATORS,TPB,LIGHT_DISPLACEMENT,CREW,PASS_CAPACITY,LOAD_CAPACITY,FUEL_CONSUMPTION
50400.0,50400.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,24.0,6.0,1.2,1.6,270.0,15.0,2,5.0,,,4,100.0,80.0,1400.0
64800.0,64800.0,1,FERRY_BOAT,NAVAL_STEEL,27.7,1.7,0.8,1.1,315.0,14.0,2,2.0,,,6,212.0,100.0,2000.0
43200.0,43200.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,26.0,6.0,2.3,2.7,410.0,15.0,2,1.0,,,12,175.0,160.0,1800.0
43200.0,43200.0,1,PASSENGER/GENERAL_LOAD,WOOD,24.0,6.0,1.6,2.0,190.0,12.0,1,1.0,,,4,88.0,80.0,1500.0
36000.0,36000.0,0,PASSENGER/GENERAL_LOAD,WOOD,23.0,5.0,1.21,1.5,240.0,15.0,1,2.0,,,3,55.0,42.0,1400.0
54000.0,54000.0,1,PASSENGER/GENERAL_LOAD,WOOD,24.0,5.7,1.7,2.1,220.0,10.0,2,2.0,,,4,97.0,80.0,1200.0
43200.0,43200.0,1,PASSENGER/GENERAL_LOAD,WOOD,24.0,6.24,1.8,2.5,315.0,12.0,1,1.0,,,7,143.0,50.0,800.0
54000.0,54000.0,1,PASSENGER/GENERAL_LOAD,WOOD,28.0,6.0,1.7,1.95,600.0,14.0,2,2.0,,,6,161.0,130.0,1500.0
48000.0,33600.0,0,OTHER,WOOD,25.0,8.0,2.5,4.0,190.0,12.0,1,2.0,,,8,10.0,70.0,10000.0
36000.0,43200.0,3,MOTORBOAT,ALUMINIUM,19.0,3.1,1.0,1.6,475.0,38.0,1,1.0,,,3,65.0,0.0,1500.0
10800.0,10800.0,4,MOTORBOAT,ALUMINIUM,33.0,4.3,1.0,1.6,1200.0,30.0,1,1.0,,,3,112.0,0.0,1100.0
14400.0,14400.0,4,MOTORBOAT,ALUMINIUM,25.6,4.3,1.0,1.4,2600.0,34.0,1,1.0,,,3,92.0,0.0,5000.0
1500.0,1500.0,0,MOTORBOAT,ALUMINIUM,10.0,2.7,0.9,1.1,250.0,20.0,1,0.0,,,2,36.0,0.0,60.0
3000.0,3000.0,0,MOTORBOAT,ALUMINIUM,22.0,3.6,0.8,1.4,240.0,12.0,1,1.0,,,2,72.0,0.0,100.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,18.0,3.9,1.2,1.7999999999999998,420.0,25.0,1,0.0,,,2,65.0,0.0,300.0
7200.0,7200.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,40.75,9.0,1.15,1.5,200.0,10.0,1,2.0,,,3,60.0,36.0,500.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,20.0,3.8,0.8,1.4,420.0,25.0,1,0.0,,,2,60.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,17.0,3.6,1.2,1.7999999999999998,460.0,30.0,1,0.0,,,2,60.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,19.0,4.3,1.0,1.6,460.0,30.0,1,0.0,,,2,60.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,17.0,3.8,1.4,2.0,480.0,25.0,1,0.0,,,2,45.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,18.0,4.2,1.3,1.9,460.0,20.0,1,1.0,,,2,60.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,19.0,3.8,0.9,1.5,400.0,28.0,1,0.0,,,2,60.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,16.0,5.0,0.9,1.3,480.0,25.0,1,0.0,,,2,45.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,16.0,4.2,1.3,1.9,390.0,30.0,1,0.0,,,2,60.0,0.0,300.0
7200.0,7200.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,37.0,7.51,1.02,1.54,250.0,13.0,2,1.0,,,6,80.0,150.0,400.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,18.0,4.2,1.0,1.4,420.0,22.0,1,0.0,,,2,65.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,17.0,4.0,0.8,1.4,390.0,25.0,1,0.0,,,2,50.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,20.0,5.0,1.1,1.7000000000000002,500.0,20.0,1,0.0,,,2,65.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,18.0,5.0,1.2,1.75,420.0,30.0,1,0.0,,,2,50.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,18.0,3.8,1.3,1.6,380.0,28.0,1,0.0,,,2,50.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,17.0,3.8,1.4,1.9,390.0,30.0,1,0.0,,,2,60.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,22.0,4.3,1.15,1.75,480.0,25.0,1,0.0,,,2,55.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,18.0,4.1,1.1,1.7000000000000002,420.0,28.0,1,0.0,,,2,60.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,20.0,3.8,1.45,2.05,420.0,30.0,1,0.0,,,2,65.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,17.0,3.5,0.9,1.5,410.0,25.0,1,0.0,,,2,60.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,19.0,4.3,1.0,1.5,390.0,23.0,1,0.0,,,2,60.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,20.0,3.7,1.0,1.7,350.0,26.0,1,0.0,,,2,65.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,19.0,3.9,1.4,2.0,400.0,30.0,1,0.0,,,2,70.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,15.0,3.6,1.5,2.1,460.0,25.0,1,0.0,,,2,50.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,20.0,4.1,1.0,1.6,380.0,30.0,1,0.0,,,2,55.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,21.0,3.8,1.15,1.8,390.0,30.0,1,0.0,,,2,45.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,18.0,3.9,1.0,1.55,500.0,25.0,1,0.0,,,2,45.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,20.0,3.6,1.25,1.85,500.0,30.0,1,0.0,,,2,60.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,20.0,4.0,1.15,1.75,380.0,30.0,1,0.0,,,2,45.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,20.0,4.1,1.2,1.7999999999999998,460.0,30.0,1,0.0,,,2,50.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,20.0,4.0,1.0,1.55,500.0,27.0,1,0.0,,,2,60.0,0.0,300.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,20.0,3.8,1.5,2.1,420.0,25.0,1,0.0,,,2,65.0,0.0,300.0
1800.0,1800.0,0,PASSENGERS,WOOD,12.6,2.8,1.7,2.1,190.0,10.0,1,0.0,,,3,45.0,8.0,14.0
1800.0,1800.0,0,PASSENGERS,WOOD,13.0,2.6,0.8,1.0,114.0,10.0,1,1.0,,,2,35.0,10.0,16.0
1800.0,1800.0,0,PASSENGERS,WOOD,17.0,3.6,1.0,1.5,240.0,10.0,1,0.0,,,3,55.0,10.0,14.0
1800.0,1800.0,0,PASSENGERS,WOOD,14.0,2.0,0.7,1.5,149.0,10.0,1,0.0,,,2,46.0,10.0,10.0
2400.0,2400.0,0,PASSENGERS,WOOD,14.0,3.0,0.8,1.0,136.0,10.0,1,0.0,,,2,40.0,8.0,14.0
1800.0,1800.0,0,PASSENGERS,WOOD,12.0,2.65,0.75,1.0,170.0,12.0,2,1.0,,,2,40.0,8.0,10.0
1800.0,1800.0,0,PASSENGERS,WOOD,15.0,3.4,0.78,1.0,113.0,10.0,1,0.0,,,3,59.0,15.0,14.0
21600.0,21600.0,0,PASSENGER/GENERAL_LOAD,WOOD,18.0,4.0,1.7,2.3,190.0,17.0,1,1.0,,,3,80.0,40.0,600.0
1440.0,1560.0,1,PASSENGER/GENERAL_LOAD,WOOD,28.0,7.3,2.2,2.8,360.0,14.0,1,2.0,,,7,111.0,81.0,1900.0
79200.0,79200.0,0,PASSENGER/GENERAL_LOAD,WOOD,21.9,5.1,1.3,1.85,200.0,12.0,1,1.0,,,4,70.0,37.0,1600.0
72000.0,72000.0,0,PASSENGER/GENERAL_LOAD,WOOD,26.0,6.8,2.2,2.45,450.0,14.0,1,1.0,,,6,116.0,160.0,2000.0
72000.0,79200.0,0,PASSENGER/GENERAL_LOAD,WOOD,20.7,5.6,1.2,1.68,240.0,12.0,1,2.0,,,4,75.0,36.0,1500.0
72000.0,79200.0,0,PASSENGER/GENERAL_LOAD,WOOD,21.4,6.3,1.89,2.01,315.0,14.0,1,2.0,,,7,107.0,52.0,1600.0
46800.0,46800.0,1,PASSENGER/GENERAL_LOAD,WOOD,28.0,7.0,2.3,4.0,410.0,14.0,1,1.0,,,5,20.0,100.0,2600.0
4800.0,4800.0,5,FERRY_BOAT,NAVAL_STEEL,42.0,10.5,2.7,3.1,450.0,14.0,2,2.0,,,9,348.0,439.0,10000.0
54000.0,54000.0,0,PASSENGER/GENERAL_LOAD,WOOD,27.0,6.65,1.8,2.25,367.0,13.0,1,1.0,,,8,122.0,129.0,800.0
54000.0,54000.0,0,PASSENGER/GENERAL_LOAD,WOOD,26.0,6.3,1.9,2.8,290.0,12.0,1,2.0,,,6,90.0,90.0,650.0
28800.0,28800.0,2,MOTORBOAT,ALUMINIUM,18.3,2.8,1.8,2.0,200.0,15.0,1,0.0,,,3,90.0,0.0,1000.0
21600.0,21600.0,2,MOTORBOAT,ALUMINIUM,21.0,4.2,1.8,2.0,290.0,30.0,2,1.0,,,3,70.0,0.0,1000.0
36000.0,36000.0,2,PASSENGER/GENERAL_LOAD,WOOD,20.0,3.8,2.0,2.3,114.0,10.0,1,0.0,,,4,50.0,20.0,400.0
21600.0,21600.0,2,MOTORBOAT,ALUMINIUM,17.0,2.8,0.6,0.9,608.0,40.0,1,0.0,,,3,40.0,0.0,700.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,19.0,2.9,1.2,1.4,420.0,28.0,1,1.0,,,3,82.0,0.0,200.0
10800.0,10800.0,0,PASSENGER/GENERAL_LOAD,WOOD,24.0,3.9,1.3,1.6,200.0,15.0,1,0.0,,,3,30.0,60.0,120.0
64800.0,43200.0,2,PASSENGER/GENERAL_LOAD,WOOD,27.0,6.15,1.5,2.1,412.0,20.0,1,2.0,,,5,98.0,90.0,2000.0
4800.0,2880.0,1,PASSENGER/GENERAL_LOAD,WOOD,28.1,6.3,1.6,2.2,480.0,14.0,1,1.0,,,5,101.0,80.0,5200.0
61200.0,61200.0,2,PASSENGER/GENERAL_LOAD,WOOD,24.0,6.7,1.19,1.95,350.0,15.0,1,1.0,,,6,97.0,120.0,700.0
39600.0,39600.0,0,PASSENGER/GENERAL_LOAD,WOOD,22.0,5.6,1.5,1.85,180.0,12.0,1,2.0,,,3,69.0,50.0,800.0
72000.0,64800.0,1,PASSENGER/GENERAL_LOAD,WOOD,27.0,8.0,1.8,2.3,400.0,18.0,1,1.0,,,6,150.0,130.0,1400.0
36000.0,54000.0,0,PASSENGER/GENERAL_LOAD,WOOD,25.5,6.9,1.8,2.2,400.0,15.0,2,1.0,,,4,118.0,69.0,450.0
28800.0,21600.0,0,PASSENGER/GENERAL_LOAD,WOOD,25.0,7.0,1.5,1.9,200.0,12.0,2,2.0,,,4,99.0,117.0,600.0
7200.0,4619.0,1,PASSENGER/GENERAL_LOAD,WOOD,31.0,7.6,1.8,2.8,420.0,14.0,1,2.0,,,7,163.0,111.0,10800.0
43200.0,43200.0,0,PASSENGER/GENERAL_LOAD,WOOD,21.0,5.25,1.8,2.2,250.0,12.0,1,1.0,,,3,60.0,40.0,400.0
72000.0,64800.0,0,PASSENGER/GENERAL_LOAD,WOOD,24.0,6.15,1.0,1.6,210.0,13.0,1,1.0,,,5,71.0,56.0,1500.0
9213.0,7619.0,1,PASSENGER/GENERAL_LOAD,WOOD,29.6,7.8,2.2,2.7,552.0,12.0,1,2.0,,,7,200.0,160.0,12500.0
72000.0,54000.0,1,PASSENGER/GENERAL_LOAD,WOOD,29.0,7.0,1.85,2.3,810.0,12.0,1,1.0,,,6,116.0,70.0,1000.0
32400.0,32400.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,38.0,7.3,1.65,2.0,412.0,20.0,1,2.0,,,5,97.0,150.0,800.0
72000.0,54000.0,1,PASSENGER/GENERAL_LOAD,WOOD,22.0,7.0,1.9,2.8,160.0,10.0,1,2.0,,,4,70.0,40.0,1000.0
1680.0,2880.0,4,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,49.0,9.0,1.8,3.1,829.0,18.0,2,2.0,,,13,650.0,250.0,8000.0
2160.0,2160.0,3,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,40.0,8.0,2.5,3.0,140.0,20.0,3,2.0,,,8,305.0,289.0,20000.0
10800.0,10800.0,0,PASSENGER/GENERAL_LOAD,WOOD,23.2,5.0,1.0,1.8,180.0,15.0,1,0.0,,,4,61.0,30.0,160.0
5400.0,5400.0,0,MOTORBOAT,ALUMINIUM,17.2,2.4,0.8,1.0,200.0,20.0,1,0.0,,,2,60.0,0.0,160.0
46800.0,46800.0,2,PASSENGER/GENERAL_LOAD,WOOD,20.0,4.0,0.9,1.6,200.0,20.0,2,1.0,,,3,40.0,5.0,1000.0
4500.0,4500.0,0,MOTORBOAT,ALUMINIUM,21.0,3.0,0.6,0.9,240.0,35.0,1,0.0,,,3,90.0,0.0,400.0
10800.0,10800.0,0,PASSENGER/GENERAL_LOAD,WOOD,19.5,3.8,0.8,1.2,114.0,12.0,1,1.0,,,3,40.0,30.0,100.0
2160.0,1680.0,0,OTHER,WOOD,22.1,4.55,0.6,1.5,125.0,20.0,1,2.0,,,4,12.0,37.0,1100.0
12600.0,12600.0,0,PASSENGERS,WOOD,22.68,5.47,1.0,1.8,270.0,10.0,1,1.0,,,4,83.0,50.0,400.0
12600.0,12600.0,0,PASSENGER/GENERAL_LOAD,WOOD,22.5,5.4,1.0,1.8,357.0,12.0,1,1.0,,,3,85.0,45.0,200.0
18000.0,18000.0,0,OTHER,WOOD,19.0,3.7,0.9,1.1,180.0,15.0,1,0.0,,,3,20.0,30.0,200.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,26.0,4.1,0.65,1.4,954.0,25.0,2,1.0,,,3,100.0,0.0,450.0
28800.0,28800.0,0,PASSENGER/GENERAL_LOAD,WOOD,16.45,3.1,0.9,1.8,369.0,12.0,1,0.0,,,3,20.0,14.0,200.0
25200.0,25200.0,0,PASSENGER/GENERAL_LOAD,WOOD,15.0,3.0,0.9,1.8,114.0,15.0,1,1.0,,,4,16.0,40.0,200.0
1800.0,1800.0,0,PASSENGERS,WOOD,12.0,2.3,1.0,1.2,490.0,10.0,1,1.0,,,2,28.0,0.0,80.0
2400.0,2400.0,0,PASSENGERS,WOOD,14.0,2.8,0.7,1.0,490.0,10.0,1,0.0,,,2,45.0,0.0,80.0
1800.0,1800.0,0,PASSENGERS,WOOD,15.0,2.0,1.0,1.1,400.0,10.0,1,1.0,,,3,25.0,0.0,60.0
2100.0,2100.0,0,PASSENGERS,WOOD,10.0,2.3,1.0,1.0,80.0,10.0,1,1.0,,,2,25.0,0.0,60.0
1800.0,1800.0,0,PASSENGERS,WOOD,12.0,2.0,0.7,1.0,160.0,10.0,1,1.0,,,2,22.0,0.0,80.0
1800.0,1800.0,0,PASSENGERS,WOOD,12.0,2.4,1.1,1.3,160.0,10.0,1,1.0,,,2,28.0,0.0,60.0
50400.0,50400.0,4,PASSENGER/GENERAL_LOAD,WOOD,24.0,6.3,1.75,2.2,315.0,12.0,3,1.0,,,7,107.0,74.0,2400.0
32400.0,28800.0,0,PASSENGER/GENERAL_LOAD,WOOD,23.0,6.0,1.4,2.0,135.0,10.0,1,2.0,,,4,83.0,109.0,700.0
50400.0,50400.0,3,PASSENGER/GENERAL_LOAD,WOOD,30.0,6.0,1.7,2.1,420.0,18.0,1,1.0,,,4,88.0,60.0,1600.0
32400.0,32400.0,1,PASSENGER/GENERAL_LOAD,WOOD,26.0,7.6,1.0,1.2,215.0,19.0,1,2.0,,,5,76.0,98.0,500.0
28800.0,25200.0,1,PASSENGER/GENERAL_LOAD,WOOD,22.83,6.28,1.2,2.0,200.0,9.0,2,2.0,,,4,56.0,174.0,1710.0
25200.0,25200.0,0,PASSENGER/GENERAL_LOAD,WOOD,32.0,7.4,2.0,2.6,400.0,15.0,1,2.0,,,6,160.0,90.0,1000.0
28800.0,25200.0,1,PASSENGER/GENERAL_LOAD,WOOD,27.0,6.4,1.8,2.0,315.0,29.0,2,2.0,,,6,96.0,157.0,1400.0
36000.0,25200.0,1,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,37.0,8.0,2.22,2.6,600.0,13.0,1,2.0,,,7,327.0,406.0,1200.0
50400.0,43200.0,0,PASSENGER/GENERAL_LOAD,WOOD,27.0,6.0,1.8,2.0,477.0,10.0,1,2.0,,,7,130.0,69.0,3200.0
46800.0,36000.0,2,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,41.0,7.3,1.805,2.25,400.0,16.0,2,2.0,,,5,231.0,202.0,2000.0
43200.0,43200.0,0,PASSENGER/GENERAL_LOAD,WOOD,22.0,6.0,1.1,1.8,114.0,25.0,1,2.0,,,3,73.0,45.0,300.0
18000.0,14400.0,0,PASSENGER/GENERAL_LOAD,WOOD,25.7,6.4,1.685,2.7,360.0,14.0,1,1.0,,,4,142.0,330.0,400.0
18000.0,14400.0,0,PASSENGER/GENERAL_LOAD,WOOD,24.0,6.0,1.26,2.3,200.0,10.0,2,2.0,,,4,99.0,100.0,300.0
18000.0,18000.0,0,PASSENGER/GENERAL_LOAD,WOOD,26.0,6.5,1.8,2.4,367.0,8.0,1,3.0,,,4,136.0,149.0,500.0
1440.0,1440.0,3,PASSENGERS,NAVAL_STEEL,38.9,8.0,1.31,1.5,180.0,15.0,2,1.0,,,6,91.0,0.0,2400.0
1440.0,1440.0,3,PASSENGER/GENERAL_LOAD,WOOD,24.0,5.3,1.8,2.3,420.0,18.0,1,1.0,,,5,93.0,48.0,2700.0
43200.0,39600.0,2,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,36.7,5.9,1.82,2.1,750.0,12.0,1,1.0,,,7,187.0,80.9,2500.0
39600.0,28800.0,1,PASSENGER/GENERAL_LOAD,WOOD,26.2,6.3,1.93,2.5,420.0,15.0,1,2.0,,,7,115.0,120.0,1000.0
43200.0,43200.0,4,PASSENGER/GENERAL_LOAD,WOOD,26.0,6.3,1.93,2.5,420.0,12.0,2,1.0,,,7,115.0,70.0,2800.0
50400.0,50400.0,4,PASSENGER/GENERAL_LOAD,WOOD,28.0,6.5,1.857,2.3,410.0,10.0,2,1.0,,,7,190.0,110.0,2400.0
18000.0,14400.0,0,PASSENGER/GENERAL_LOAD,WOOD,31.0,6.8,2.1,2.7,420.0,8.0,1,2.0,,,4,132.0,150.0,400.0
43200.0,36000.0,1,PASSENGER/GENERAL_LOAD,WOOD,28.0,6.0,2.0,2.2,315.0,10.0,1,1.0,,,7,80.0,70.0,900.0
18000.0,28800.0,0,PASSENGER/GENERAL_LOAD,WOOD,31.0,6.0,1.2,1.5,420.0,19.0,1,2.0,,,5,135.0,60.0,650.0
50400.0,43200.0,4,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,29.0,5.5,1.4,2.0,315.0,11.0,1,1.0,,,7,145.0,61.0,1800.0
18000.0,25200.0,0,PASSENGER/GENERAL_LOAD,WOOD,30.2,6.92,1.815,2.44,420.0,14.0,2,2.0,,,3,128.0,120.0,450.0
50400.0,50400.0,0,PASSENGER/GENERAL_LOAD,WOOD,37.0,8.2,1.9,2.5,600.0,12.0,3,1.0,,,5,310.0,138.0,3000.0
28800.0,28800.0,0,PASSENGER/GENERAL_LOAD,WOOD,23.0,4.3,1.6,2.4,200.0,15.0,1,2.0,,,4,90.0,47.0,600.0
50400.0,50400.0,2,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,36.5,7.2,2.0,2.35,600.0,10.0,1,2.0,,,8,301.0,190.0,2200.0
36000.0,36000.0,4,PASSENGER/GENERAL_LOAD,WOOD,26.0,6.0,1.5,2.8,373.0,10.0,2,2.0,,,6,105.0,615.0,1600.0
21600.0,18000.0,0,PASSENGER/GENERAL_LOAD,WOOD,30.0,7.2,2.1,2.73,373.0,13.0,1,2.0,,,6,180.0,100.0,1000.0
28800.0,36000.0,0,PASSENGER/GENERAL_LOAD,WOOD,62.78,5.2,1.74,2.8,210.0,18.0,1,1.0,,,4,70.0,56.0,600.0
18000.0,28800.0,0,PASSENGER/GENERAL_LOAD,WOOD,28.99,7.25,1.3,2.3,420.0,10.0,2,2.0,,,7,130.0,100.0,800.0
18000.0,14400.0,0,PASSENGER/GENERAL_LOAD,WOOD,31.8,6.9,1.6,1.9,315.0,15.0,1,2.0,,,4,195.0,120.0,400.0
36000.0,36000.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,40.0,6.0,1.8,2.4,800.0,9.0,2,2.0,,,8,420.0,200.0,1600.0
18000.0,21600.0,0,PASSENGER/GENERAL_LOAD,WOOD,27.0,6.0,2.0,2.0,315.0,10.0,2,1.0,,,5,107.0,80.0,400.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,21.0,4.2,1.2,1.6,360.0,22.0,2,1.0,,,3,98.0,0.0,1400.0
14400.0,14400.0,0,PASSENGER/GENERAL_LOAD,WOOD,25.0,6.5,1.7,2.0,264.0,11.0,1,1.0,,,4,100.0,80.0,800.0
14400.0,14400.0,0,PASSENGERS,WOOD,21.0,4.9,1.0,3.0,190.0,10.0,1,1.0,,,3,47.0,25.0,800.0
14400.0,14400.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,42.0,8.8,2.4,2.6,250.0,17.0,1,1.0,,,6,439.0,350.0,1800.0
25200.0,25200.0,0,PASSENGER/GENERAL_LOAD,WOOD,20.0,4.0,1.2,3.0,290.0,23.0,1,1.0,,,6,40.0,30.0,500.0
25200.0,25200.0,0,PASSENGER/GENERAL_LOAD,WOOD,18.5,4.0,1.5,2.4,190.0,8.0,1,3.0,,,3,60.0,30.0,500.0
18000.0,18000.0,0,PASSENGER/GENERAL_LOAD,WOOD,17.0,3.0,1.5,1.9,200.0,9.0,1,1.0,,,3,35.0,14.0,1000.0
9600.0,9600.0,0,MOTORBOAT,ALUMINIUM,20.0,4.5,1.0,1.22,260.0,29.8,1,1.0,,,5,94.0,0.0,800.0
14400.0,14400.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,38.5,8.0,1.7,2.55,954.0,15.0,2,1.0,,,6,300.0,199.0,800.0
2160.0,2160.0,1,FERRY_BOAT,NAVAL_STEEL,40.0,10.0,1.2,1.5,420.0,15.0,1,2.0,,,7,65.0,250.0,3000.0
2700.0,2700.0,0,MOTORBOAT,ALUMINIUM,19.0,3.0,1.3,1.3,350.0,25.0,2,1.0,,,3,70.0,0.0,160.0
2400.0,2400.0,0,MOTORBOAT,WOOD,40.0,4.3,1.5,2.0,350.0,25.0,1,0.0,,,2,85.0,0.0,80.0
4200.0,4200.0,0,MOTORBOAT,WOOD,19.0,4.0,1.3,1.8,420.0,16.0,1,1.0,,,3,99.0,0.0,140.0
3000.0,3000.0,1,MOTORBOAT,ALUMINIUM,21.0,3.0,1.3,1.9,215.0,24.0,1,1.0,,,3,93.0,0.0,140.0
2700.0,2700.0,0,MOTORBOAT,ALUMINIUM,10.0,3.0,1.0,1.2,410.0,22.0,1,1.0,,,3,58.0,0.0,120.0
2700.0,2700.0,0,MOTORBOAT,ALUMINIUM,19.5,5.7,1.2,1.8,350.0,21.0,1,1.0,,,4,80.0,0.0,140.0
2700.0,2700.0,1,MOTORBOAT,ALUMINIUM,19.25,4.3,1.3,1.8,420.0,23.0,1,1.0,,,2,60.0,0.0,140.0
36000.0,36000.0,0,PASSENGER/GENERAL_LOAD,WOOD,27.6,6.4,1.61,1.9,420.0,22.0,2,2.0,,,4,175.0,168.0,1600.0
2520.0,2280.0,3,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,30.0,8.0,2.21,2.8,335.0,12.0,3,2.0,,,8,265.0,195.0,5000.0
10800.0,10800.0,0,PASSENGER/GENERAL_LOAD,WOOD,43.0,8.2,2.0,2.58,600.0,23.0,5,2.0,,,6,453.0,175.0,300.0
21600.0,21600.0,0,PASSENGER/GENERAL_LOAD,WOOD,26.0,6.2,1.0,1.5,420.0,19.0,1,2.0,,,4,143.0,67.0,1200.0
2160.0,2160.0,0,PASSENGER/GENERAL_LOAD,WOOD,25.94,5.96,1.5,2.78,290.0,8.0,1,2.0,,,4,96.0,80.0,2000.0
1680.0,1680.0,2,PASSENGER/GENERAL_LOAD,WOOD,23.0,6.0,2.0,3.0,290.0,13.0,1,2.0,,,5,78.0,73.0,2000.0
1920.0,2040.0,2,PASSENGER/GENERAL_LOAD,WOOD,35.88,8.0,2.0,2.8,367.0,14.0,1,2.0,,,7,220.0,220.0,4200.0
28800.0,28800.0,0,PASSENGER/GENERAL_LOAD,WOOD,33.38,8.0,2.0,2.3,600.0,13.0,1,2.0,,,4,253.0,187.0,2000.0
180.0,180.0,0,PASSENGER/GENERAL_LOAD,WOOD,25.0,5.4,1.434,1.8,315.0,12.0,1,2.0,,,4,12.0,80.0,1600.0
28800.0,28800.0,0,PASSENGER/GENERAL_LOAD,WOOD,40.0,10.0,2.2,3.0,499.0,20.0,1,1.0,,,4,192.0,240.0,2000.0
1500.0,1500.0,1,MOTORBOAT,WOOD,22.0,8.0,1.5,2.5,367.0,12.0,1,2.0,,,4,94.0,48.0,5000.0
36000.0,36000.0,0,PASSENGER/GENERAL_LOAD,WOOD,27.2,6.2,1.76,2.2,290.0,13.0,1,0.0,,,4,122.0,70.0,1800.0
52200.0,52200.0,3,FERRY_BOAT,NAVAL_STEEL,40.0,10.0,1.8,2.0,450.0,13.0,2,2.0,,,8,154.0,305.0,7000.0
43200.0,43200.0,3,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,36.0,8.0,2.3,3.0,290.0,14.0,2,2.0,,,6,203.0,273.0,7000.0
50400.0,50400.0,3,FERRY_BOAT,NAVAL_STEEL,49.0,12.0,2.8,2.8,600.0,8.0,2,2.0,,,13,611.0,900.0,6000.0
57600.0,57600.0,0,OTHER,WOOD,23.4,5.0,1.6,2.2,190.0,10.0,1,1.0,,,3,15.0,49.0,600.0
43200.0,43200.0,0,OTHER,WOOD,15.0,4.0,1.3,3.3,125.0,14.0,1,1.0,,,4,12.0,20.0,500.0
