DEPARTURE_ARRIVAL_DURATION,ARRIVAL_DEPARTURE_DURATION,STOPOVERS,VESSEL_TYPE,HULL_MATERIAL,VESSEL_LENGTH,VESSEL_BEAN,VESSEL_DRAFT,VESSEL_DEPTH,MOTOR_POWER,SPEED,NUM_PROPELLERS,NUM_GENERATORS,TPB,LIGHT_DISPLACEMENT,CREW,PASS_CAPACITY,LOAD_CAPACITY,FUEL_CONSUMPTION
43200.0,43200.0,0,PASSENGER/GENERAL_LOAD,WOOD,18.0,4.0,1.0,1.3,690.0,15.0,1,1.0,,,3,30.0,8.0,290.0
43200.0,43200.0,0,PASSENGER/GENERAL_LOAD,WOOD,27.0,6.3,1.2,1.9,315.0,13.0,1,2.0,,,4,88.0,90.0,600.0
32400.0,32400.0,0,PASSENGER/GENERAL_LOAD,WOOD,15.0,3.4,1.5,1.8,230.0,30.0,1,1.0,,,3,30.0,5.0,600.0
43200.0,43200.0,0,PASSENGER/GENERAL_LOAD,WOOD,23.37,5.8,1.55,1.83,180.0,17.0,1,1.0,,,7,100.0,70.0,600.0
61200.0,61200.0,1,PASSENGER/GENERAL_LOAD,WOOD,25.0,6.3,1.8,2.4,367.0,12.0,1,1.0,,,4,99.0,100.0,900.0
43200.0,43200.0,0,PASSENGER/GENERAL_LOAD,WOOD,22.0,6.0,1.5,1.8,180.0,11.4,1,2.0,,,5,86.0,60.0,600.0
21600.0,21600.0,0,PASSENGER/GENERAL_LOAD,WOOD,23.0,4.6,1.5,2.0,190.0,15.0,3,2.0,,,4,88.0,81.0,600.0
50400.0,50400.0,1,PASSENGER/GENERAL_LOAD,WOOD,27.0,6.8,1.2,2.1,315.0,15.0,2,2.0,,,5,140.0,120.0,1200.0
21600.0,21600.0,0,PASSENGER/GENERAL_LOAD,WOOD,24.0,6.8,1.7,1.9,190.0,15.0,1,1.0,,,5,105.0,80.0,500.0
18000.0,18000.0,0,PASSENGER/GENERAL_LOAD,WOOD,25.0,6.3,1.5,2.0,180.0,18.0,1,2.0,,,4,86.0,100.0,800.0
50400.0,50400.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,30.0,5.0,1.3,1.8,470.0,12.0,1,1.0,,,4,120.0,80.0,600.0
43200.0,43200.0,0,PASSENGERS,WOOD,21.0,4.3,1.0,1.5,135.0,14.0,1,1.0,,,3,40.0,60.0,500.0
43200.0,43200.0,0,PASSENGER/GENERAL_LOAD,WOOD,22.0,5.8,1.8,2.2,270.0,10.0,1,2.0,,,4,57.0,35.0,500.0
43200.0,43200.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,23.4,6.65,1.55,2.5,270.0,25.0,1,2.0,,,3,123.0,80.0,500.0
43200.0,43200.0,0,PASSENGER/GENERAL_LOAD,WOOD,21.0,5.2,0.75,1.15,290.0,13.0,1,1.0,,,3,47.0,35.0,600.0
43200.0,43200.0,0,PASSENGER/GENERAL_LOAD,WOOD,21.8,5.3,1.1,1.85,149.0,9.0,1,1.0,,,3,55.0,48.0,500.0
2160.0,1440.0,3,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,37.0,8.7,2.1,2.6,915.0,13.0,2,3.0,,,8,380.0,150.0,6200.0
2880.0,2880.0,0,FERRY_BOAT,NAVAL_STEEL,36.0,9.2,1.8,3.0,315.0,12.0,1,1.0,,,6,10.0,300.0,4600.0
5219.0,3480.0,0,FERRY_BOAT,NAVAL_STEEL,31.0,8.4,1.45,1.52,365.0,10.0,1,2.0,,,6,10.0,210.0,4000.0
3060.0,3060.0,0,FERRY_BOAT,NAVAL_STEEL,40.0,10.0,2.4,3.2,367.0,12.0,1,2.0,,,5,20.0,400.0,4600.0
43200.0,43200.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,39.0,8.0,1.15,2.6,600.0,8.0,2,2.0,,,8,352.0,350.0,1600.0
10800.0,10800.0,0,PASSENGERS,WOOD,8.0,2.5,1.0,1.2,113.0,10.0,1,1.0,,,2,10.0,0.0,20.0
9000.0,9000.0,0,PASSENGERS,WOOD,10.0,2.5,0.8,1.0,350.0,12.0,1,0.0,,,2,10.0,0.0,24.0
50400.0,50400.0,2,PASSENGER/GENERAL_LOAD,WOOD,35.0,7.0,2.3,3.1,450.0,17.0,2,2.0,,,5,176.0,100.0,7000.0
7200.0,4800.0,10,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,66.0,12.0,2.7,3.4,600.0,9.0,2,2.0,,,12,756.0,1600.0,13000.0
2520.0,1680.0,5,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,42.0,10.0,2.4,3.1,829.0,15.0,1,2.0,,,8,537.0,832.0,7500.0
7200.0,4800.0,4,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,37.0,8.0,2.5,3.2,520.0,14.0,3,2.0,,,8,265.0,331.0,36000.0
8613.0,7200.0,10,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,36.96,7.0,2.0,2.85,600.0,20.0,1,2.0,,,8,256.0,170.0,13000.0
2580.0,1680.0,3,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,46.0,10.0,2.5,3.2,140.0,20.0,3,2.0,,,13,700.0,600.0,20000.0
7200.0,4800.0,10,FERRY_BOAT,NAVAL_STEEL,50.0,10.0,1.8,2.6,1100.0,22.0,2,3.0,,,8,517.0,603.0,13000.0
36000.0,36000.0,2,FERRY_BOAT,NAVAL_STEEL,55.0,12.0,1.6,2.0,450.0,12.0,2,2.0,,,5,194.0,276.0,2500.0
36000.0,36000.0,2,FERRY_BOAT,NAVAL_STEEL,42.0,10.3,1.615,1.9,450.0,12.0,2,2.0,,,6,451.0,200.0,2000.0
10800.0,10800.0,0,FERRY_BOAT,NAVAL_STEEL,62.5,14.0,1.9,1.9,600.0,10.0,2,0.0,,,4,423.0,800.0,260.0
780.0,420.0,1,FERRY_BOAT,NAVAL_STEEL,50.0,12.0,2.4,2.6,2600.0,17.0,1,2.0,,,7,374.0,700.0,3000.0
1920.0,1920.0,3,FERRY_BOAT,NAVAL_STEEL,69.0,14.0,2.95,3.5,820.0,9.0,2,3.0,,,10,327.0,800.0,18000.0
36000.0,36000.0,0,PASSENGER/GENERAL_LOAD,WOOD,16.7,3.8,1.0,1.4,110.0,8.0,1,1.0,,,3,10.0,17.0,400.0
64800.0,64800.0,0,PASSENGER/GENERAL_LOAD,WOOD,16.0,3.8,1.0,1.5,114.0,12.0,1,1.0,,,3,12.0,10.0,700.0
54000.0,54000.0,0,PASSENGER/GENERAL_LOAD,WOOD,15.0,13.35,1.6,1.6,114.0,10.0,1,1.0,,,3,30.0,0.0,500.0
21600.0,21600.0,0,PASSENGER/GENERAL_LOAD,WOOD,21.0,4.3,1.3,1.7,290.0,15.0,1,1.0,,,4,40.0,80.0,300.0
1440.0,1440.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,44.7,9.2,2.43,3.0,750.0,12.0,2,2.0,,,9,320.0,337.0,4500.0
1440.0,1320.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,40.0,8.0,2.7,3.5,850.0,20.0,1,2.0,,,15,412.0,380.0,10000.0
1440.0,1440.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,50.0,11.0,4.0,4.2,800.0,13.0,4,3.0,,,9,740.0,380.0,10000.0
1440.0,1440.0,2,PASSENGER/GENERAL_LOAD,WOOD,28.0,6.8,1.65,2.15,440.0,12.0,2,2.0,,,5,151.0,80.0,1200.0
43200.0,43200.0,0,FERRY_BOAT,NAVAL_STEEL,27.1,7.04,1.2,1.45,600.0,12.0,1,2.0,,,4,160.0,80.0,1400.0
1440.0,1440.0,3,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,31.5,5.5,2.2,3.2,377.0,12.0,1,2.0,,,7,137.0,113.0,4600.0
1440.0,1440.0,1,PASSENGER/GENERAL_LOAD,WOOD,23.0,5.5,1.5,1.9,114.0,10.0,1,2.0,,,6,28.0,80.0,1600.0
1440.0,1680.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,45.0,9.2,2.98,3.6,740.0,15.0,2,2.0,,,8,491.0,355.0,5000.0
25200.0,25200.0,0,PASSENGER/GENERAL_LOAD,WOOD,21.0,4.8,1.0,1.45,180.0,14.0,2,2.0,,,6,50.0,30.0,500.0
1440.0,1440.0,3,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,39.5,8.16,1.8,2.5,600.0,15.0,1,2.0,,,8,365.0,140.0,4500.0
1440.0,1440.0,1,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,30.0,6.1,1.8,2.5,552.0,16.0,1,2.0,,,8,140.0,94.0,3200.0
1620.0,1620.0,0,FERRY_BOAT,NAVAL_STEEL,18.0,6.1,1.5,1.8,125.0,15.0,1,1.0,,,3,12.0,50.0,3000.0
2160.0,2160.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,42.0,7.9,2.0,2.8,420.0,20.0,2,2.0,,,8,280.0,100.0,4000.0
2160.0,2160.0,2,FERRY_BOAT,NAVAL_STEEL,37.0,9.0,1.6,2.0,315.0,12.0,2,2.0,,,9,229.0,156.0,5000.0
2160.0,2160.0,3,FERRY_BOAT,NAVAL_STEEL,39.0,10.2,1.57,1.85,570.0,15.0,3,2.0,,,8,340.0,300.0,5000.0
2520.0,2520.0,3,FERRY_BOAT,NAVAL_STEEL,30.0,7.0,1.2,1.6,600.0,14.0,2,2.0,,,9,181.0,80.0,2800.0
2520.0,2280.0,2,FERRY_BOAT,NAVAL_STEEL,47.0,12.0,1.8,1.9,420.0,8.0,2,2.0,,,7,99.0,270.0,7000.0
2520.0,2160.0,2,FERRY_BOAT,NAVAL_STEEL,41.0,10.3,1.6,1.6,400.0,18.0,2,2.0,,,8,249.0,350.0,4500.0
9000.0,9000.0,0,FERRY_BOAT,NAVAL_STEEL,63.0,12.0,1.2,1.6,420.0,12.0,2,2.0,,,6,436.0,300.0,800.0
14400.0,14400.0,0,FERRY_BOAT,NAVAL_STEEL,35.0,11.0,1.8,2.1,350.0,10.0,2,2.0,,,4,179.0,108.0,600.0
9000.0,9000.0,0,FERRY_BOAT,NAVAL_STEEL,66.0,12.0,2.2,4.75,700.0,11.0,2,2.0,,,6,446.0,790.0,1200.0
9000.0,9000.0,0,FERRY_BOAT,NAVAL_STEEL,50.0,13.5,2.3,2.8,450.0,15.0,2,2.0,,,6,507.0,500.0,1600.0
72000.0,72000.0,1,PASSENGER/GENERAL_LOAD,WOOD,31.45,7.6,1.8,2.2,550.0,17.0,2,3.0,,,7,192.0,150.0,2000.0
2280.0,2280.0,2,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,39.57,9.2,2.7,3.25,829.0,15.0,1,2.0,,,8,372.0,188.0,5400.0
72000.0,72000.0,2,PASSENGER/GENERAL_LOAD,WOOD,35.0,8.0,2.55,3.0,450.0,12.0,2,2.0,,,7,180.0,200.0,2800.0
72000.0,1440.0,1,PASSENGER/GENERAL_LOAD,WOOD,30.0,8.0,1.3,2.8,420.0,16.0,1,2.0,,,6,150.0,80.0,2100.0
2280.0,1440.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,38.0,10.5,1.9,2.1,400.0,10.0,1,1.0,,,5,100.0,350.0,5100.0
72000.0,72000.0,0,PASSENGER/GENERAL_LOAD,WOOD,26.0,6.4,1.76,2.35,480.0,12.0,1,1.0,,,9,89.0,40.0,2700.0
1440.0,1440.0,0,FERRY_BOAT,NAVAL_STEEL,46.0,10.0,2.8,3.3,829.0,15.0,2,2.0,,,13,433.0,400.0,4200.0
2160.0,1440.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,34.8,7.9,1.8,2.25,600.0,15.0,1,2.0,,,7,338.0,300.0,4300.0
5613.0,5613.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,35.4,9.8,3.0,3.5,477.0,12.0,1,2.0,,,8,337.0,400.0,5000.0
8219.0,4800.0,5,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,60.0,15.0,2.6,3.2,829.0,13.0,2,2.0,,,9,637.0,900.0,16000.0
9600.0,7619.0,1,PASSENGER/GENERAL_LOAD,WOOD,36.0,8.2,2.0,3.5,550.0,12.0,2,2.0,,,7,230.0,231.0,15500.0
1440.0,1440.0,0,PASSENGER/GENERAL_LOAD,WOOD,32.0,7.0,1.8,2.5,400.0,18.0,1,2.0,,,4,120.0,150.0,2200.0
2280.0,2280.0,2,FERRY_BOAT,NAVAL_STEEL,45.6,10.0,3.0,3.6,824.0,12.0,1,2.0,,,7,400.0,700.0,5500.0
2280.0,2280.0,2,PASSENGER/GENERAL_LOAD,WOOD,43.7,11.0,2.6,3.2,829.0,10.0,1,2.0,,,7,265.0,290.0,5300.0
7200.0,4800.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,46.0,9.6,2.8,3.0,590.0,12.0,2,2.0,,,8,430.0,380.0,15000.0
2280.0,2280.0,1,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,38.0,9.0,2.4,2.9,315.0,18.0,2,2.0,,,8,221.0,200.0,6300.0
9600.0,7619.0,6,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,41.0,8.2,2.2,3.2,820.0,12.0,1,2.0,,,8,265.0,400.0,17200.0
9600.0,11219.0,4,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,40.3,8.18,2.61,3.0,830.0,15.0,2,2.0,,,8,265.0,421.0,15000.0
900.0,1080.0,1,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,40.4,8.5,1.8,2.65,711.0,16.0,2,1.0,,,6,442.0,294.0,3300.0
5613.0,2760.0,1,PASSENGER/GENERAL_LOAD,WOOD,30.0,9.0,1.45,2.5,922.0,10.0,2,2.0,,,7,137.0,140.0,5000.0
4413.0,2880.0,0,PASSENGER/GENERAL_LOAD,WOOD,29.7,7.0,1.8,2.0,420.0,12.0,1,2.0,,,6,104.0,120.0,7200.0
900.0,1080.0,1,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,42.0,10.07,2.9,3.3,319.0,20.0,2,2.0,,,8,430.0,677.0,3300.0
28800.0,32400.0,0,MOTORBOAT,NAVAL_STEEL,21.1,3.1,1.0,1.2,552.0,15.0,2,0.0,,,4,70.0,0.0,800.0
28800.0,32400.0,0,MOTORBOAT,NAVAL_STEEL,10.0,3.0,1.5,2.0,130.0,18.0,1,0.0,,,3,44.0,0.0,800.0
3360.0,3360.0,2,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,37.0,8.5,2.5,2.9,815.0,12.0,2,2.0,,,12,340.0,340.0,9200.0
14340.0,11219.0,7,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,46.0,9.8,2.1,3.3,410.0,17.0,3,2.0,,,9,500.0,995.0,13000.0
9600.0,7413.0,5,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,60.0,12.0,3.1,3.7,829.0,12.0,2,2.0,,,10,640.0,780.0,17000.0
43200.0,54000.0,3,PASSENGER/GENERAL_LOAD,WOOD,26.0,7.0,1.8,2.5,420.0,16.0,3,2.0,,,6,105.0,120.0,600.0
10413.0,6813.0,5,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,46.0,8.2,2.3,3.7,828.0,12.0,2,2.0,,,10,648.0,780.0,17200.0
2880.0,2280.0,2,FERRY_BOAT,NAVAL_STEEL,39.0,10.0,1.8,2.6,819.0,12.0,2,2.0,,,6,276.0,300.0,5800.0
1800.0,1800.0,0,PASSENGERS,ALUMINIUM,13.51,2.6,1.5,1.9,294.0,15.0,1,2.0,,,1,40.0,10.0,20.0
2160.0,2160.0,1,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,46.0,9.0,1.3,2.8,829.0,12.0,2,2.0,,,8,366.0,300.0,4300.0
1440.0,72000.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,40.0,8.0,2.6,3.1,550.0,12.0,2,2.0,,,7,319.0,433.0,4000.0
1440.0,1440.0,0,FERRY_BOAT,NAVAL_STEEL,40.0,12.0,2.2,3.0,922.0,12.0,2,3.0,,,8,600.0,560.0,3000.0
72000.0,54000.0,1,PASSENGER/GENERAL_LOAD,WOOD,25.0,6.0,2.5,2.8,350.0,12.0,1,2.0,,,3,80.0,40.0,800.0
1440.0,1080.0,1,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,43.0,9.5,3.0,4.0,600.0,15.0,1,2.0,,,3,475.0,630.0,4800.0
900.0,1080.0,1,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,42.9,7.3,1.7,2.18,610.0,14.0,1,1.0,,,5,200.0,76.0,5800.0
1440.0,1440.0,0,PASSENGERS,WOOD,25.65,6.85,1.46,2.15,315.0,15.0,1,1.0,,,4,86.0,40.0,2000.0
1440.0,1440.0,0,PASSENGER/GENERAL_LOAD,WOOD,25.5,7.1,1.66,2.1,315.0,14.0,1,2.0,,,4,116.0,100.0,3000.0
7619.0,7619.0,4,PASSENGER/GENERAL_LOAD,WOOD,33.0,9.5,2.8,3.4,315.0,15.0,1,1.0,,,6,175.0,230.0,14000.0
7619.0,7619.0,0,PASSENGER/GENERAL_LOAD,WOOD,25.0,7.0,1.8,1.9,360.0,13.0,2,3.0,,,5,107.0,240.0,14000.0
7619.0,7619.0,0,PASSENGER/GENERAL_LOAD,WOOD,25.5,7.6,1.82,2.15,460.0,14.0,1,1.0,,,5,116.0,497.0,14000.0
4413.0,2880.0,0,PASSENGER/GENERAL_LOAD,WOOD,35.0,10.0,2.2,3.0,480.0,15.0,2,3.0,,,4,300.0,200.0,6700.0
7200.0,4800.0,2,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,37.5,9.0,1.97,2.5,500.0,12.0,1,2.0,,,8,200.0,500.0,12000.0
7200.0,5400.0,5,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,43.3,10.0,2.65,3.6,800.0,11.0,1,2.0,,,7,290.0,495.0,12900.0
79200.0,61200.0,0,FLAT_BOTTOMED_BOAT,NAVAL_STEEL,30.0,8.0,1.35,1.7,280.0,18.0,1,1.0,,,7,215.0,60.0,1000.0
21600.0,18000.0,1,PASSENGER/GENERAL_LOAD,WOOD,23.0,6.0,1.6,1.8,100.0,12.0,1,1.0,,,3,12.0,50.0,200.0
4800.0,2880.0,0,PASSENGER/GENERAL_LOAD,WOOD,28.0,6.0,1.5,2.0,420.0,18.0,1,1.0,,,8,108.0,90.0,2000.0
72000.0,64800.0,1,PASSENGER/GENERAL_LOAD,WOOD,22.7,5.8,1.3,1.8,235.0,17.0,1,2.0,,,4,74.0,60.0,3000.0
1500.0,72000.0,1,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,20.5,5.65,1.99,2.25,170.0,15.0,1,2.0,,,4,85.0,39.0,1200.0
79200.0,61200.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,27.0,6.5,1.6,2.0,170.0,16.0,1,1.0,,,6,140.0,83.0,1000.0
10800.0,10800.0,0,MOTORBOAT,ALUMINIUM,21.0,3.6,1.0,1.7,410.0,15.0,1,0.0,,,3,80.0,0.0,500.0
10800.0,10800.0,0,MOTORBOAT,ALUMINIUM,24.0,7.0,1.4,1.8,400.0,20.0,1,1.0,,,5,72.0,0.0,600.0
21600.0,21600.0,4,MOTORBOAT,ALUMINIUM,46.0,6.0,2.0,2.1,600.0,31.0,1,1.0,,,2,300.0,0.0,6000.0
28800.0,36000.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,41.02,9.0,2.06,2.6,600.0,18.0,1,2.0,,,7,303.0,120.0,1700.0
1320.0,1320.0,3,FERRY_BOAT,NAVAL_STEEL,33.0,8.5,1.7,1.9,220.0,25.0,3,2.0,,,8,250.0,170.0,1600.0
1560.0,1560.0,2,PASSENGER/GENERAL_LOAD,WOOD,25.7,6.2,1.57,2.0,270.0,40.0,2,2.0,,,6,145.0,80.0,1200.0
64800.0,64800.0,0,PASSENGER/GENERAL_LOAD,WOOD,26.0,7.0,1.6,2.0,290.0,18.0,1,1.0,,,4,90.0,120.0,1000.0
1920.0,1500.0,4,PASSENGER/GENERAL_LOAD,WOOD,24.7,6.1,1.5,1.9,180.0,13.0,1,2.0,,,7,83.0,50.0,1500.0
2100.0,2100.0,0,FERRY_BOAT,WOOD,38.0,4.3,1.1,1.5,190.0,10.0,1,1.0,,,5,30.0,30.0,4000.0
1560.0,1560.0,2,PASSENGER/GENERAL_LOAD,WOOD,25.0,5.97,1.74,2.1,220.0,15.0,1,2.0,,,8,100.0,70.0,2800.0
43200.0,36000.0,0,PASSENGER/GENERAL_LOAD,WOOD,22.0,5.0,1.5,1.8,180.0,15.0,1,1.0,,,4,70.0,49.0,800.0
50400.0,50400.0,0,PASSENGER/GENERAL_LOAD,WOOD,37.0,7.2,1.8,2.3,315.0,12.0,1,1.0,,,6,90.0,50.0,1600.0
43200.0,36000.0,1,PASSENGER/GENERAL_LOAD,WOOD,26.0,6.0,1.8,2.25,313.0,10.0,1,1.0,,,7,100.0,44.0,1100.0
10800.0,10800.0,0,MOTORBOAT,ALUMINIUM,22.0,3.0,1.0,1.9,450.0,26.0,1,1.0,,,3,52.0,0.0,180.0
18000.0,14400.0,1,MOTORBOAT,FIBER,18.0,6.0,1.2,1.3,2477.0,27.0,1,1.0,,,3,101.0,0.0,1600.0
25200.0,21600.0,2,CATAMARAN,FIBER,24.0,7.1,1.3,2.4,2750.0,23.0,2,1.0,,,4,133.0,0.0,2500.0
7200.0,7200.0,0,MOTORBOAT,ALUMINIUM,24.0,3.65,0.8,1.65,600.0,24.0,1,1.0,,,3,94.0,0.0,320.0
10800.0,10800.0,0,MOTORBOAT,ALUMINIUM,25.4,2.7,1.0,1.2,2477.0,26.0,1,1.0,,,3,99.0,0.0,950.0
2220.0,2220.0,1,FERRY_BOAT,NAVAL_STEEL,38.0,9.5,1.2,2.0,360.0,16.0,1,2.0,,,7,44.0,196.0,4600.0
43200.0,43200.0,0,PASSENGER/GENERAL_LOAD,WOOD,14.06,2.9,0.75,1.0,103.0,14.0,1,1.0,,,1,12.0,7.0,1600.0
72000.0,72000.0,1,PASSENGER/GENERAL_LOAD,WOOD,25.0,6.15,1.65,2.4,270.0,12.0,1,1.0,,,9,111.0,90.0,10000.0
25200.0,25200.0,0,PASSENGER/GENERAL_LOAD,WOOD,19.0,4.2,1.5,3.0,135.0,18.0,1,1.0,,,3,45.0,35.0,320.0
3000.0,3000.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,34.0,6.0,1.5,2.2,550.0,14.0,1,1.0,,,4,410.0,0.0,46.0
43200.0,43200.0,0,FERRY_BOAT,NAVAL_STEEL,43.0,11.5,1.87,2.7,600.0,13.0,2,2.0,,,11,424.0,789.0,1600.0
6719.0,7619.0,7,CATAMARAN,NAVAL_STEEL,56.0,21.4,3.4,5.451,650.0,11.0,2,3.0,,,11,838.0,800.0,32000.0
7200.0,7200.0,10,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,37.4,8.0,2.22,3.2,306.0,10.0,2,2.0,,,9,254.0,282.0,16000.0
2700.0,2700.0,3,FERRY_BOAT,NAVAL_STEEL,46.0,11.0,2.2,3.2,450.0,8.0,2,2.0,,,7,95.0,300.0,8000.0
2700.0,2700.0,3,FERRY_BOAT,NAVAL_STEEL,46.0,11.0,2.2,3.7,450.0,8.0,2,1.0,,,7,95.0,300.0,8000.0
36000.0,21600.0,0,PASSENGER/GENERAL_LOAD,WOOD,20.0,6.0,1.8,2.1,240.0,15.0,3,2.0,,,4,75.0,60.0,310.0
1440.0,72000.0,0,PASSENGER/GENERAL_LOAD,WOOD,20.8,6.0,1.6,2.1,240.0,10.0,1,1.0,,,3,80.0,60.0,2300.0
14400.0,14400.0,1,MOTORBOAT,ALUMINIUM,23.8,4.0,1.0,1.66,335.0,18.0,1,1.0,,,3,95.0,0.0,550.0
28800.0,28800.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,34.0,7.5,1.6,1.8,600.0,12.0,1,2.0,,,4,261.0,300.0,1400.0
18000.0,18000.0,1,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,41.0,9.0,2.5,4.0,975.0,16.0,1,2.0,,,7,339.0,140.0,1000.0
18000.0,18000.0,0,FERRY_BOAT,NAVAL_STEEL,41.0,9.0,1.8,2.0,420.0,12.0,2,2.0,,,4,315.0,298.0,1000.0
43200.0,43200.0,1,FERRY_BOAT,NAVAL_STEEL,42.0,10.0,1.6,1.9,315.0,8.0,2,2.0,,,6,320.0,180.0,2600.0
36000.0,36000.0,0,PASSENGER/GENERAL_LOAD,WOOD,18.0,4.3,1.0,1.25,160.0,14.0,1,1.0,,,3,45.0,18.0,800.0
18000.0,18000.0,0,PASSENGER/GENERAL_LOAD,WOOD,17.2,4.5,1.2,1.3,125.0,20.0,1,1.0,,,3,45.0,18.0,250.0
28800.0,28800.0,0,PASSENGER/GENERAL_LOAD,WOOD,20.0,9.0,1.2,1.2,156.0,23.0,2,2.0,,,3,45.0,20.0,500.0
28800.0,28800.0,1,PASSENGER/GENERAL_LOAD,WOOD,16.8,4.8,1.2,1.2,156.0,23.0,2,2.0,,,3,77.0,48.0,400.0
28800.0,28800.0,2,PASSENGER/GENERAL_LOAD,WOOD,17.0,3.5,1.1,2.0,160.0,15.0,1,1.0,,,2,25.0,14.0,500.0
36000.0,43200.0,0,PASSENGER/GENERAL_LOAD,WOOD,13.8,3.73,0.6,1.0,156.0,23.0,2,1.0,,,3,40.0,5.0,600.0
36000.0,36000.0,0,PASSENGER/GENERAL_LOAD,WOOD,16.0,4.8,1.2,1.4,610.0,9.0,2,0.0,,,2,45.0,16.0,700.0
36000.0,36000.0,0,PASSENGER/GENERAL_LOAD,WOOD,16.0,2.5,1.0,1.9,300.0,15.0,1,1.0,,,3,40.0,1.0,700.0
25200.0,25200.0,3,PASSENGER/GENERAL_LOAD,WOOD,15.0,4.0,1.0,1.2,114.0,30.0,1,1.0,,,2,35.0,30.0,150.0
36000.0,39600.0,0,PASSENGER/GENERAL_LOAD,WOOD,18.0,3.95,1.0,1.4,160.0,10.0,1,1.0,,,3,45.0,17.0,400.0
36000.0,36000.0,0,PASSENGER/GENERAL_LOAD,WOOD,15.8,4.3,1.2,1.2,200.0,30.0,1,1.0,,,2,30.0,17.0,700.0
18000.0,18000.0,0,OTHER,WOOD,14.0,3.0,1.6,0.8,450.0,12.0,1,0.0,,,3,20.0,10.0,60.0
6000.0,6000.0,0,MOTORBOAT,ALUMINIUM,20.0,2.5,0.8,1.0,390.0,26.0,2,1.0,,,3,88.0,0.0,260.0
3600.0,3600.0,1,MOTORBOAT,ALUMINIUM,16.0,2.0,0.8,1.0,477.0,30.0,1,0.0,,,2,40.0,0.0,260.0
6000.0,6000.0,0,MOTORBOAT,ALUMINIUM,18.0,2.0,0.8,1.0,290.0,28.0,2,0.0,,,2,61.0,0.0,260.0
14400.0,14400.0,0,OTHER,WOOD,21.0,2.9,1.6,2.0,114.0,20.0,1,1.0,,,3,15.0,20.0,140.0
18000.0,18000.0,0,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,38.0,8.0,1.7,2.8,375.0,17.0,2,2.0,,,4,350.0,180.0,700.0
3480.0,3480.0,2,PASSENGER/GENERAL_LOAD,WOOD,22.0,5.18,1.2,1.7,175.0,12.0,1,1.0,,,6,90.0,42.0,2500.0
4800.0,2880.0,5,PASSENGER/GENERAL_LOAD,NAVAL_STEEL,40.7,9.2,2.6,3.1,350.0,12.0,2,2.0,,,9,286.0,300.0,10000.0
14400.0,14400.0,0,OTHER,WOOD,18.0,4.2,2.5,3.2,135.0,25.0,1,1.0,,,3,20.0,30.0,150.0
50400.0,50400.0,2,PASSENGER/GENERAL_LOAD,WOOD,25.5,6.2,1.85,2.3,315.0,15.0,2,1.0,,,7,140.0,190.0,1600.0
