DEPARTURE_ARRIVAL_DURATION,ARRIVAL_DEPARTURE_DURATION,STOPOVERS,VESSEL_TYPE,HULL_MATERIAL,VESSEL_LENGTH,VESSEL_BEAN,VESSEL_DRAFT,VESSEL_DEPTH,MOTOR_POWER,SPEED,NUM_PROPELLERS,NUM_GENERATORS,DWT,DWT_na,LIGHT_DISPLACEMENT,LIGHT_DISPLACEMENT_na,CREW,PASS_CAPACITY,LOAD_CAPACITY
0.386874918045278,0.3993854074082551,0.0,0.8333333333333333,1.0,0.6910121686449745,0.6428540623232564,0.43995036682027483,0.3643985625393188,0.08801498127340825,0.3833657814978366,0.25,0.4,0.11285266457680251,0.0,0.5415466837811392,0.0,0.38095238095238093,0.15755395683453235,0.0975
0.8516355272870919,0.8440757878476226,0.09090909090909091,0.6666666666666666,0.6666666666666666,0.49363071461196417,0.49782746180993726,0.32526074314416936,0.3643985625393188,0.0449438202247191,0.12355973236538098,0.25,0.4,0.10187271093911962,1.0,0.5578949011799734,1.0,0.14285714285714285,0.033093525179856115,0.10875
0.8516355272870919,0.8619258714491529,0.0,0.6666666666666666,0.6666666666666666,0.44106247441089164,0.6428540623232564,0.32526074314416936,0.18642551968805,0.028464419475655433,0.7917304519619428,0.25,0.4,0.10187271093911962,1.0,0.5578949011799734,1.0,0.09523809523809523,0.025179856115107913,0.0125
0.6026689004526398,0.6162715883499145,0.0,0.6666666666666666,0.6666666666666666,0.5052115458547449,0.44543217383969397,0.4555399776488351,0.38193365600313256,0.10561797752808989,0.5484131221936668,0.25,0.4,0.021943573667711602,0.0,0.25052328456701173,0.0,0.23809523809523808,0.04964028776978417,0.01875
0.8124601338022215,0.7994789824108344,0.0,0.6666666666666666,0.6666666666666666,0.30300291800734735,0.21720007452189488,0.25939931759588597,0.21333305142084136,0.0449438202247191,0.22535505273786782,0.0,0.2,0.10187271093911962,1.0,0.5578949011799734,1.0,0.047619047619047616,0.012949640287769786,0.0
0.7879010731107035,0.7994789824108344,0.0,0.16666666666666666,0.6666666666666666,0.3659213946708221,0.2731348363966088,0.4131090027056927,0.3064434920028869,0.012734082397003747,0.5484131221936668,0.0,0.0,0.10187271093911962,1.0,0.5578949011799734,1.0,0.09523809523809523,0.002877697841726619,0.01875
0.22077780647658668,0.22968494227668979,0.0,1.0,0.3333333333333333,0.44106247441089164,0.3412980389079952,0.25939931759588597,0.21851751985862744,0.06741573033707865,0.8298271537230466,0.0,0.2,0.01504702194357367,0.0,0.21969675504806757,0.0,0.19047619047619047,0.060431654676258995,0.0
0.8333868689363952,0.8440757878476226,0.09090909090909091,1.0,0.0,0.37748014449049816,0.4594755460205782,0.4131090027056927,0.40679495969627477,0.14794007490636707,0.7917304519619428,0.25,1.0,0.10187271093911962,1.0,0.5578949011799734,1.0,0.14285714285714285,0.06906474820143885,0.0
0.6675672650006861,0.6807590644799735,0.0,0.3333333333333333,0.3333333333333333,0.3997169652811584,0.30362927407439894,0.35587158543312075,0.28507163060798635,0.11235955056179776,0.877426848903939,0.0,0.0,0.10187271093911962,1.0,0.5578949011799734,1.0,0.047619047619047616,0.028776978417266185,0.0
0.8823836036724666,0.8919487741130152,0.0,0.6666666666666666,0.6666666666666666,0.37748014449049816,0.3228613495891321,0.4131090027056927,0.3643985625393188,0.059925093632958795,0.5484131221936668,0.0,0.2,0.10187271093911962,1.0,0.5578949011799734,1.0,0.09523809523809523,0.010791366906474819,0.021875000000000002
0.8124601338022215,0.8235766748168492,0.0,0.6666666666666666,0.6666666666666666,0.460361618314474,0.3502376597676398,0.35587158543312075,0.3064434920028869,0.07865168539325842,0.5484131221936668,0.0,0.2,0.10187271093911962,1.0,0.5578949011799734,1.0,0.14285714285714285,0.02158273381294964,0.05
0.3405213657592176,0.3522783618222074,0.0,0.5,0.6666666666666666,0.5333074591812127,0.47973180834619217,0.4905251069546645,0.5336782098696872,0.10374531835205993,0.59088307889572,0.0,0.2,0.059561128526645774,0.0,0.46046314825599777,0.0,0.09523809523809523,0.05755395683453238,0.046875
0.308177831721178,0.319295149647975,0.0,0.6666666666666666,0.6666666666666666,0.3997169652811584,0.3502376597676398,0.25939931759588597,0.41472597917157983,0.012734082397003747,0.628787413610695,0.0,0.6000000000000001,0.004388714733542319,0.0,0.0,0.0,0.09523809523809523,0.02158273381294964,0.0075
0.6675672650006861,0.6807590644799735,0.0,0.3333333333333333,0.3333333333333333,0.37748014449049816,0.30362927407439894,0.38511626478577693,0.34602111115139367,0.11610486891385767,0.9042042686678773,0.0,0.0,0.10187271093911962,1.0,0.5578949011799734,1.0,0.047619047619047616,0.03597122302158273,0.0
0.74045176513723,0.7527956377211638,0.0,0.6666666666666666,0.6666666666666666,0.4878134688909802,0.43823846196129584,0.25939931759588597,0.3267296283910658,0.10374531835205993,0.3833657814978366,0.0,0.2,0.10187271093911962,1.0,0.5578949011799734,1.0,0.09523809523809523,0.0539568345323741,0.028125
0.308177831721178,0.319295149647975,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.7236579482325708,0.44543217383969397,0.43995036682027483,0.3643985625393188,0.19475655430711614,0.8298271537230466,0.0,0.2,0.10187271093911962,1.0,0.5578949011799734,1.0,0.047619047619047616,0.17625899280575538,0.0
0.523616739834603,0.4957734461160127,0.18181818181818182,0.6666666666666666,1.0,0.6988413564086741,0.584761404911095,0.6121492246209022,0.46587178278229313,0.23108614232209743,0.4459659958067572,0.25,0.4,0.0877742946708464,0.0,0.5415466837811392,0.0,0.2857142857142857,0.17841726618705037,0.074375
0.4127699292448655,0.40877032559210014,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.715178351153139,0.43092511994733645,0.3793709279958913,0.2894376279971984,0.6441947565543071,0.7215014647035591,0.25,0.4,0.06833855799373041,0.0,0.5050866379432171,0.0,0.38095238095238093,0.11582733812949642,0.0625
0.9077433968072841,0.9166603632339954,0.09090909090909091,0.6666666666666666,0.6666666666666666,0.5903609591585123,0.5580406226030279,0.4905251069546645,0.39869036052735285,0.149812734082397,0.3833657814978366,0.25,0.4,0.10187271093911962,1.0,0.5578949011799734,1.0,0.19047619047619047,0.10719424460431655,0.0625
0.9293523535587334,0.9376816181721181,0.0,0.6666666666666666,0.6666666666666666,0.6910121686449745,0.5524927873001797,0.4905251069546645,0.41472597917157983,0.08801498127340825,0.3833657814978366,0.0,0.2,0.10187271093911962,1.0,0.5578949011799734,1.0,0.23809523809523808,0.05755395683453238,0.03125
0.4047342706384231,0.41748454908387045,0.36363636363636365,0.6666666666666666,0.6666666666666666,0.6307780513535511,0.6000353575378843,0.6416909471127601,0.5105458385861688,0.2322097378277154,0.4459659958067572,0.25,0.4,0.1724137931034483,0.0,0.6436998574661432,0.0,0.23809523809523808,0.18705035971223022,0.15
0.8823836036724666,0.8919487741130152,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.6177048195583704,0.40822695796854885,0.32526074314416936,0.26251070254817754,0.19475655430711614,0.9163791520523805,0.25,0.2,0.10187271093911962,1.0,0.5578949011799734,1.0,0.23809523809523808,0.09496402877697842,0.0
0.8823836036724666,0.9166603632339954,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.4208769956133297,0.22895681820661345,0.25939931759588597,0.28507163060798635,0.14794007490636707,0.9846438418404126,0.0,0.2,0.10187271093911962,1.0,0.5578949011799734,1.0,0.09523809523809523,0.03956834532374101,0.0
0.14391260579183252,0.14174038655122423,0.0,0.0,0.3333333333333333,0.09844933858653337,0.1250535034500299,0.25939931759588597,0.26251070254817754,0.02621722846441948,0.5484131221936668,0.0,0.0,0.006896551724137931,0.0,0.18323670921014545,0.0,0.047619047619047616,0.008633093525179856,0.0075
0.3254525197394889,0.3369232592152377,0.0,0.3333333333333333,0.3333333333333333,0.460361618314474,0.3412980389079952,0.1862296594237468,0.18642551968805,0.1048689138576779,0.7702875589954417,0.25,0.2,0.10187271093911962,1.0,0.5578949011799734,1.0,0.14285714285714285,0.06474820143884892,0.0
0.09461611331279707,0.09903904610181041,0.0,0.0,0.6666666666666666,0.35404711421199353,0.3228613495891321,0.1862296594237468,0.15773961874266218,0.037453183520599245,0.5004873068077629,0.0,0.2,0.01755485893416928,0.0,0.27722643904585226,0.0,0.09523809523809523,0.03956834532374101,0.0
0.9649139515317942,0.9471282018082192,0.0,0.6666666666666666,0.6666666666666666,0.47885108414078614,0.40822695796854885,0.4905251069546645,0.4857260530267906,0.04868913857677902,0.4459659958067572,0.25,0.4,0.10187271093911962,1.0,0.5578949011799734,1.0,0.09523809523809523,0.03237410071942447,0.0375
0.23210852753535421,0.2413425963253888,0.0,0.6666666666666666,0.6666666666666666,0.35404711421199353,0.29369354207397974,0.2931532857671842,1.0,0.10112359550561799,0.3833657814978366,0.0,0.2,0.10187271093911962,1.0,0.5578949011799734,1.0,0.047619047619047616,0.014388489208633094,0.009375
0.4341316504026806,0.4472163541225591,0.0,0.16666666666666666,0.6666666666666666,0.45656886731437185,0.39642436628505257,0.4131090027056927,0.3267296283910658,0.037453183520599245,0.22535505273786782,0.0,0.2,0.028213166144200632,0.0,0.25052328456701173,0.0,0.09523809523809523,0.0035971223021582736,0.028125
